评论ID,原始评论,清洗后纯评论（无地名/无新增词）,核心分词（无地名/无新增词）,核心分词字符串（无地名/无新增词）,情感分析结果,解析
553,我们这边的本地傩戏，我有点看不懂,我们这边的本地傩戏，我有点看不懂,"['这边', '本地', '傩戏', '有点', '看不懂']",这边 本地 傩戏 有点 看不懂,0,该评论仅陈述了对本地傩戏“有点看不懂”的个人感受，没有使用明显的积极或消极词汇，也没有表达强烈的情感倾向，属于客观描述个人体验的中性评论。
555,豫剧推荐一下,豫剧推荐一下,"['豫剧', '推荐', '一下']",豫剧 推荐 ,0,该评论仅提出“豫剧推荐一下”的请求，属于信息询问或寻求建议，未表达明确的情感倾向或评价，因此情感倾向为中性。
556,特别喜欢这个小曲,特别喜欢这个小曲,"['特别', '喜欢', '小曲']",特别 喜欢 小曲,1,评论中使用了“特别喜欢”这一明确表达喜好的积极词汇，直接传达了对“小曲”的强烈赞赏和喜爱之情，情感倾向清晰且积极。
557,其实有一个游戏，但是特别特别小众啊。里面全是古代的文物,其实有一个游戏，但是特别特别小众啊。里面全是古代的文物,"['其实', '一个', '游戏', '但是', '特别', '特别', '小众', '里面', '全是', '古代', '文物']", 一个 游戏 但是 特别 特别 小众 里面 全是 古代 文物,0,该评论仅客观描述了一个游戏“特别特别小众”且内容涉及古代文物，没有使用明显的情感词汇表达喜好或厌恶，属于陈述事实的中性表达。
558,傩戏不是应该带恐怖面具吗,傩戏不是应该带恐怖面具吗,"['傩戏', '应该', '恐怖', '面具']",傩戏 应该 恐怖 面具,0,该评论以疑问句形式提出关于傩戏面具的认知问题，仅表达对文化细节的疑问或信息确认，未使用明显情感词汇或表达主观态度，属于中性陈述。
560,该怎么撒娇,该怎么撒娇,['撒娇'],撒娇,0,该评论仅询问撒娇的方式，属于寻求建议或信息的表达，没有明显的情感倾向，既无积极词汇也无负面情绪，因此判断为中性。
559,太快了可以出图片吗欣赏不过来美的,太快了可以出图片吗欣赏不过来美的,"['太快', '可以', '图片', '欣赏', '过来', '美的']",太快  图片 欣赏 过来 美的,1,评论中“太快了”可能表示内容更新迅速令人惊喜，“美的”直接表达对视觉效果的赞美，“欣赏不过来”则隐含了内容优质丰富的积极感受，整体透露出喜爱和期待的情感。
563,第一次听说傩戏，长知识了，真的好漂亮,第一次听说傩戏，长知识了，真的好漂亮,"['第一次', '听说', '傩戏', '知识', '真的', '好', '漂亮']",第一次 听说 傩戏 知识  好 漂亮,1,评论中使用了“长知识了”、“好漂亮”等积极词汇，表达了对傩戏的欣赏和获得新知的喜悦，整体情感倾向为正面。
562,美瞳和卧蚕是真是离谱,美瞳和卧蚕是真是离谱,"['美瞳', '卧蚕', '真是', '离谱']",美瞳 卧蚕 真是 离谱,-1,评论中使用了“离谱”这一贬义词汇，直接表达了对美瞳和卧蚕效果的不满或批评，带有明显的负面情绪，整体情感倾向为负面。
565,恨世间缘分浅,恨世间缘分浅,"['世间', '缘分']",世间 缘分,-1,评论中“恨”字直接表达了强烈的负面情绪，而“缘分浅”则带有遗憾和无奈的情感色彩，整体传达了对于人际关系或命运的不满与失落感。
568,桃源深处有人家 了解到的,桃源深处有人家 了解到的,"['桃源', '深处', '人家', '了解']",桃源 深处 人家 了解,0,该评论仅陈述了“了解到的”这一事实性信息，没有表达任何情感倾向或价值判断，属于中性表达。
561,所愛隔山海.,所愛隔山海.,"['所愛隔', '山海']",所愛隔 山海,0,该评论仅引用诗句“所爱隔山海”，未附加明显的情感词汇或具体评价。诗句本身表达距离阻隔，但未直接表明积极或消极态度，属于中性表达。
567,其实小学美术里面都讲过,其实小学美术里面都讲过,"['其实', '小学', '美术', '里面']", 小学 美术 里面,0,该评论仅陈述“小学美术里面都讲过”这一事实，没有表达明显的褒贬情绪，也未体现个人强烈的好恶或评价，因此整体情感倾向为中性。
570,好美啊啊啊啊啊,好美啊啊啊啊啊,"['好美', '啊啊啊']",好美 ,1,评论中使用了“好美”并带有重复感叹词“啊啊啊啊啊”，表达了强烈的赞美和兴奋情绪，整体情感倾向明显为正面。
564,喜欢的博主和喜欢的ip联动了！！！太幸福了,喜欢的博主和喜欢的ip联动了！！！太幸福了,"['喜欢', '博主', '喜欢', 'ip', '联动', '幸福']",喜欢 博主 喜欢 ip 联动 幸福,1,评论中使用了“喜欢”、“太幸福了”等强烈积极词汇，表达了博主对联动事件的极度喜悦和满足感，整体情感倾向非常明确且积极。
571,第一次知道傩戏是游戏神舞幻想里面，这游戏剧情还是不错的，结局(天咏)把女娲召唤出来那段挺感人的,第一次知道傩戏是游戏神舞幻想里面，这游戏剧情还是不错的，结局(天咏)把女娲召唤出来那段挺感人的,"['第一次', '傩戏', '游戏', '神舞', '幻想', '里面', '游戏', '剧情', '不错', '结局', '天咏', '女娲', '召唤', '出来', '那段', '感人']",第一次 傩戏 游戏 神舞 幻想 里面 游戏 剧情 不错 结局 天咏 女娲 召唤  那段 感人,1,评论中使用了“不错”、“挺感人的”等积极词汇，表达了对游戏剧情和特定情节的肯定与欣赏，整体情感倾向为正面。
566,有幸拍成了毕设,有幸拍成了毕设,"['有幸', '拍成', '毕设']",有幸 拍成 毕设,1,评论中“有幸”一词表达了幸运和感激的情绪，通常用于积极语境，暗示对能够将某事物拍成毕业设计感到开心和满足，整体情感倾向为正面。
569,突然想起了小花献祭,突然想起了小花献祭,"['突然', '想起', '小花', '献祭']",突然 想起 小花 献祭,-1,评论中提到的“献祭”一词通常带有牺牲、悲剧的负面含义，暗示了悲伤或遗憾的情感。这种表达容易引发对角色命运或剧情发展的消极联想，整体情感倾向为负面。
572,我老家湖南怀化沅陵也有这个，小时候还不知道傩这个字怎么念,我老家湖南怀化沅陵也有这个，小时候还不知道傩这个字怎么念,"['老家', '怀化', '沅陵', '小时候']",老家 怀化 沅陵 小,0,该评论仅陈述了个人经历和认知状态，提到家乡有类似事物及小时候不认识“傩”字，未表达明显积极或消极情绪，属于中性叙述。
573,以闪亮之名来了！！！,以闪亮之名来了！！！,"['闪亮', '之名']",闪亮 之名,1,评论使用了感叹号表达兴奋和期待，整体语气积极，表明对“以闪亮之名”的到来感到高兴和欢迎，情感倾向明显为正面。
574,陈伶可以吗,陈伶可以吗,"['陈伶', '可以']",陈伶 ,0,该评论仅以询问形式表达对角色“陈伶”的参与可能性的关注，未使用明显积极或消极的词汇，也未表达明确的情感立场，属于中性询问。
577,“陈景深你喜欢山还是喜欢海”,陈景深你喜欢山还是喜欢海,"['景深', '喜欢', '喜欢']",景深 喜欢 喜欢,0,该评论仅询问个人偏好，未表达明确的情感态度或价值判断，属于中性提问，没有正面或负面的情感倾向。
576,快更新了我的好姐姐,快更新了我的好姐姐,"['更新', '好', '姐姐']",更新 好 姐姐,1,评论中“快更新了”表达了对内容更新的期待和催促，“我的好姐姐”带有亲昵和撒娇的语气，整体传递出积极、友好的情感，属于正面倾向。
575,爷爷天天开心 幸福99,爷爷天天开心 幸福99,"['爷爷', '天天开心', '', '幸福', '99']", 天天开心  幸福 ,1,该评论使用了“天天开心”、“幸福99”等祝福性词汇，表达了对“爷爷”的美好祝愿和积极情感，整体情感倾向明显为正面。
580,看到打打电话的那一刻我承认我笑了@载酒寻歌 @：P @枇杷ユ @叫我咖啡就行,看到打打电话的那一刻我承认我笑了载酒寻歌 ：P 枇杷 叫我咖啡就行,"['看到', '打电话', '那一刻', '承认', '寻歌', '枇杷', '咖啡', '就行']",看到 打电话 那一刻 承认 寻歌 枇杷 咖啡 就行,1,评论中使用了“我笑了”这一表达，表明用户在看到内容时产生了愉悦和开心的情绪，整体情感倾向积极正面。
581,04年大学就知道江西在举办傩文化艺术节,04年大学就知道江西在举办傩文化艺术节,"['04', '大学', '举办', '文化', '艺术节']",04 大学 举办 文化 艺术节,0,该评论仅陈述了“04年大学就知道江西在举办傩文化艺术节”这一事实性信息，没有表达明显的喜爱、批评或情感倾向，属于中性叙述。
579,贵州遵义道真这个地方有大家可以去看看,贵州遵义道真这个地方有大家可以去看看,"['遵义', '地方', '大家', '可以', '看看']",遵义 地方 大家  看看,1,该评论使用了“可以去看看”这样的建议性表达，带有推荐和鼓励的意味，整体传递出对遵义道真这个地方的认可和好感，情感倾向为正面。
584,房仪隘不死不改名,房仪隘不死不改名,"['房仪', '改名']",房仪 改名,0,该评论仅包含一个用户ID“房仪隘不死不改名”，没有表达对任何事物的评价或情感态度，属于陈述性内容，无明显情感倾向。
583,傩戏可不是什么鬼怪其实主要就是驱逐邪祟疾病灾厄,傩戏可不是什么鬼怪其实主要就是驱逐邪祟疾病灾厄,"['傩戏', '可不是', '鬼怪', '其实', '主要', '驱逐', '邪祟', '疾病', '灾厄']",傩戏 可不是 鬼怪  主要 驱逐 邪祟 疾病 灾厄,0,该评论主要是在解释傩戏的文化内涵，说明其驱逐邪祟疾病灾厄的功能，属于客观陈述事实，没有表达个人喜好或情绪倾向，因此情感为中性。
578,将军傩舞是这个不？,将军傩舞是这个不？,"['将军', '傩舞']",将军 傩舞,0,该评论仅询问“将军傩舞”是否指代特定内容，属于信息确认或寻求澄清的表达。语句中未使用明显带有情感倾向的词汇，也没有表达出赞赏、批评或情绪化的态度，因此整体情感倾向为中性。
585,好看！,好看！,['好看'],好看,1,该评论使用了“好看！”这一直接且强烈的积极表达，感叹号增强了赞赏的语气，明确表达了对内容或作品的喜爱与肯定，整体情感倾向为正面。
586,还带我们荔枝喵,还带我们荔枝喵,['荔枝'],荔枝,1,评论中“还带我们荔枝喵”使用了亲切的称呼“我们”和可爱的昵称“荔枝喵”，表达了对提及对象的喜爱和归属感，整体情感积极温暖。
582,就很喜欢这种美艳又怪诞的感觉,就很喜欢这种美艳又怪诞的感觉,"['喜欢', '这种', '美艳', '怪诞']",喜欢  美艳 怪诞,1,评论中使用了“很喜欢”这一明确表达喜好的词汇，同时“美艳”和“怪诞”虽为不同风格，但整体组合表达了对独特艺术风格的欣赏和肯定，情感倾向积极正面。
589,来支持了,来支持了,['支持'],支持,1,该评论使用“来支持了”表达积极参与和鼓励的态度，体现了对相关内容的认可和拥护，整体情感倾向为正面。
590,第一次知道傩戏是桃源,第一次知道傩戏是桃源,"['第一次', '傩戏', '桃源']",第一次 傩戏 桃源,0,该评论仅陈述了“第一次知道傩戏是桃源”这一事实，没有使用明显的情感词汇或表达个人态度，属于客观陈述，因此情感倾向为中性。
587,天呐没有人夸一下这个创意吗,天呐没有人夸一下这个创意吗,"['天呐', '一下', '创意']",  创意,1,该评论以“天呐”开头表达惊喜，并通过反问句式“没有人夸一下这个创意吗”强烈呼吁赞赏，隐含了对创意的喜爱和肯定态度，整体情感倾向为正面。
591,谁懂吴邪的救赎？,谁懂吴邪的救赎？,"['吴邪', '救赎']",吴邪 救赎,1,该评论以“谁懂”引发共鸣，表达对“吴邪的救赎”这一情节或角色的深刻理解和情感认同，隐含赞赏与共情，整体情感倾向为正面。
588,爷爷这个行不行,爷爷这个行不行,"['爷爷', '行不行']", ,0,该评论仅以询问形式表达对“爷爷这个行不行”的疑问，没有使用明显的积极或消极词汇，也未表达明确的情感立场，属于中性询问。
593,戏神好不好,戏神好不好,"['戏神', '好不好']",戏神 ,0,该评论仅询问“戏神好不好”，没有表达明确的情感倾向或评价，属于中性询问句式，无法判断正面或负面情感。
596,是道诡异仙里那个傩戏嘛,是道诡异仙里那个傩戏嘛,"['诡异', '仙里', '傩戏']",诡异 仙里 傩戏,0,该评论仅是对内容进行询问和确认，没有表达明显的积极或消极情绪，属于中性提问。
592,老师有品！,老师有品！,['有品'],有品,1,评论中“有品”是网络用语，表示有品位、有眼光，属于积极评价词汇。该表达简洁直接地表达了对老师的赞赏和认可，整体情感倾向明显为正面。
597,打打电话好评,打打电话好评,"['打电话', '好评']",打电话 好评,1,"评论中使用了""好评""这一明确表示赞赏的词汇，直接表达了用户对""打打电话""这一内容或功能的积极认可和满意态度，整体情感倾向为正面。"
594,我的天呐，姐，这么高质,我的天呐，姐，这么高质,"['天呐', '这么', '高质']",  高质,1,"评论中使用了""我的天呐""表示惊叹，""这么高质""直接表达对内容质量的极高赞赏，整体语气充满惊喜和肯定，情感倾向明显为正面。"
595,“好可怕，人到底能有多幸福”,好可怕，人到底能有多幸福,"['好', '可怕', '到底', '幸福']",好 可怕 到底 幸福,1,评论中“好可怕”在此语境中并非表达恐惧，而是通过夸张手法强调幸福程度之高，结合“人到底能有多幸福”的感叹，整体传达出对幸福感的惊叹和积极情绪，属于正面情感。
598,卧槽戏神！！！,卧槽戏神！！！,"['卧槽', '戏神']",戏神,1,评论中“卧槽”作为感叹词表达强烈惊喜，“戏神”则是对角色或表演的高度赞誉，整体语气充满兴奋和赞赏，情感倾向明显为正面。
603,完了，全认识,完了，全认识,['认识'],认识,-1,评论中的“完了”带有明显的消极和无奈情绪，暗示了一种不情愿或失望的态度，整体表达了对“全认识”这一情况的负面感受。
601,天呐，这太棒了吧？精神的极致高潮，感官的高度碰撞，曾经的精神文化和现在的新一代的精神文化的结合,天呐，这太棒了吧？精神的极致高潮，感官的高度碰撞，曾经的精神文化和现在的新一代的精神文化的结合,"['天呐', '太棒了', '精神', '极致', '高潮', '感官', '高度', '碰撞', '曾经', '精神', '文化', '新一代', '精神', '文化', '结合']", 太棒了 精神 极致 高潮 感官 高度 碰撞 曾经 精神 文化 新一代 精神 文化 结合,1,评论中使用了“太棒了”、“极致高潮”、“高度碰撞”等强烈积极的词汇，表达了对新旧精神文化结合的极度赞赏和兴奋，整体情感倾向非常正面。
600,我也喜欢，傩舞傩戏，王者刚好出来一款,我也喜欢，傩舞傩戏，王者刚好出来一款,"['喜欢', '傩舞', '傩戏', '王者', '刚好', '出来', '一款']",喜欢 傩舞 傩戏 王者 刚好  一款,1,评论中使用了“我也喜欢”直接表达了对傩舞傩戏的积极态度，并提到“王者刚好出来一款”暗示了对相关内容的关注和认可，整体情感倾向为正面。
599,我们打打电话和陈伶有出息了@小赵大口吃 @Mercy.（717登船有戒指版） @creek,我们打打电话和陈伶有出息了小赵大口吃 Mercy.（717登船有戒指版） creek,"['打电话', '陈伶有', '出息', '赵大', '口吃', 'Mercy', '717', '登船', '戒指', 'creek']",打电话 陈伶有 出息 赵大 口吃 Mercy 717 登船 戒指 creek,1,评论中“有出息了”、“大口吃”等词汇带有鼓励和喜悦的情感，结合“登船有戒指版”这一积极事件描述，整体表达了对角色或情境的肯定与支持，情感倾向为正面。
607,我不是戏神里听过这个，以为读tan,我不是戏神里听过这个，以为读tan,"['戏神里', '', '以为', 'tan']",戏神里  以为 tan,0,该评论仅陈述了个人对词语读音的误解，没有表达明显的喜爱、不满或评价，属于中性的事实陈述。
602,爷爷长命百岁,爷爷长命百岁,"['爷爷', '长命百岁']", 长命百岁,1,评论中“长命百岁”是传统祝福语，表达对爷爷健康长寿的美好祝愿，带有强烈的积极情感和关爱之意，整体情感倾向为正面。
605,以闪你的了,以闪你的了,"['以闪', '']",以闪 ,0,该评论仅提及游戏名称“以闪”，未包含明确的情感词汇或评价性内容，属于简单的陈述性表达，没有表现出明显的正面或负面情绪倾向。
606,必须集中注意力,必须集中注意力,"['必须', '集中', '注意力']",必须 集中 注意力,0,该评论仅表达了“必须集中注意力”这一客观要求或提醒，未使用明显的情感词汇，也未表达对特定事物的褒贬态度，整体情感倾向为中性。
604,都说苦尽甘来，我们小说妹苦了一年又一年，99,都说苦尽甘来，我们小说妹苦了一年又一年，99,"['苦尽甘来', '小说', '妹苦', '一年', '一年', '', '99']",苦尽甘来 小说 妹苦 一年 一年  ,-1,评论通过“苦了一年又一年”强调长期的不易与艰辛，虽结尾有“99”的祝福，但整体以“苦尽”未“甘来”的抱怨为主，透露出对现状的疲惫与不满，情感倾向负面。
608,Mr.重塑·整合苹果,Mr.重塑整合苹果,"['Mr', '重塑', '整合', '苹果']",Mr 重塑 整合 苹果,0,该评论仅提及“Mr.重塑整合苹果”，内容为客观陈述或引用，未使用明显情感词汇，也未表达个人态度或评价，因此整体情感倾向为中性。
610,盗墓笔记来一个！,盗墓笔记来一个！,"['盗墓', '笔记', '一个']",盗墓 笔记 一个,1,该评论表达了用户对《盗墓笔记》联动的期待和喜爱，使用感叹号增强了积极情绪，整体情感倾向为正面。
612,第一次听傩戏，好震撼,第一次听傩戏，好震撼,"['第一次', '傩戏', '好', '震撼']",第一次 傩戏 好 震撼,1,评论中使用了“好震撼”这一强烈积极的表达，直接传达出对傩戏表演的深刻感受和高度赞赏，体现了明显的正面情感倾向。
611,真神来的。,真神来的。,['真神'],真神,1,该评论使用了“真神来的”这一网络流行语，表达了对内容或人物的高度赞赏和崇拜，带有强烈的积极情感色彩，整体情感倾向为正面。
614,在上中国传统文化课，刚好在放戏曲,在上中国传统文化课，刚好在放戏曲,"['中国', '传统', '文化课', '刚好', '戏曲']",中国 传统 文化课 刚好 戏曲,0,该评论仅陈述了“在上中国传统文化课，刚好在放戏曲”这一事实，没有表达明显的喜好、评价或情绪倾向，属于客观描述，因此情感倾向为中性。
609,所以小花当时跳的是这个舞蹈吗？献祭古神,所以小花当时跳的是这个舞蹈吗？献祭古神,"['所以', '小花', '当时', '舞蹈', '献祭', '古神']", 小花 当时 舞蹈 献祭 古神,0,该评论以疑问句形式询问舞蹈内容，后半句“献祭古神”可能指代某个具体情节或梗，但整体语气是询问和陈述，没有表达明显的喜爱、厌恶或情绪倾向，属于中性评论。
613,哇塞哇塞，爷爷好厉害٩(๑ᵒ̴̶̷͈᷄ᗨᵒ̴̶̷͈᷅)و ，好棒好棒(๑•̀ㅂ•́) ✧,哇塞哇塞，爷爷好厉害() ，好棒好棒(),"['哇塞', '哇塞', '爷爷', '好', '厉害', '好', '棒', '好', '棒']",哇塞 哇塞  好 厉害 好 棒 好 棒,1,该评论使用了“哇塞哇塞”、“好厉害”、“好棒好棒”等强烈积极的感叹词和赞美词汇，表达了对“爷爷”的敬佩和赞赏，整体情感倾向明显为正面。
615,不要骂了，小情侣都99啊,不要骂了，小情侣都99啊,"['不要', '情侣', '99']",不要 情侣 ,1,评论中“不要骂了”带有劝解意味，而“小情侣都99啊”使用了网络用语“99”（谐音“久久”），表达了对情侣长久幸福的祝福，整体情感积极友善，倾向正面。
616,真的很美啊,真的很美啊,"['真的', '很美']", 很美,1,评论中使用了“很美啊”这样的积极赞美词汇，直接表达了对事物的喜爱和欣赏，整体情感倾向明显为正面。
622,好好看,好好看,['好好看'],好好看,1,评论中使用了“好好看”这一积极表达，直接表达了对内容的喜爱和赞赏，整体情感倾向明显为正面。
617,以前叫封建迷信来的,以前叫封建迷信来的,"['以前', '封建迷信']",以前 封建迷信,0,该评论仅陈述了一个历史事实或社会现象，没有表达个人情感或价值判断，如“叫封建迷信来的”是客观描述，未使用明显褒贬词汇，因此情感倾向为中性。
619,傩戏！！！,傩戏！！！,['傩戏'],傩戏,1,评论中使用了“傩戏！！！”的表达，感叹号增强了情感强度，体现出对傩戏元素的兴奋和惊喜，整体情感倾向为正面。
618,栩你渝生^O^,栩你渝生O,['你渝生'],你渝生,0,该评论仅提及“栩你渝生O”这一短语，未包含明确的情感词汇或表达倾向。内容可能为角色名、作品名或特定称呼，缺乏上下文信息，无法判断其情感色彩，因此归类为中性。
620,傩舞起百病消 ！！！,傩舞起百病消 ！！！,"['傩舞', '百病']",傩舞 百病,1,评论中使用了“傩舞起百病消”这一传统祈福用语，感叹号增强了兴奋和肯定的语气，整体表达了对傩舞文化积极、吉祥的赞美与期待，情感倾向明显为正面。
621,可以做一个西施宝宝的乘鲤谣吗,可以做一个西施宝宝的乘鲤谣吗,"['可以', '一个', '西施', '宝宝', '鲤谣']", 一个 西施  鲤谣,1,该评论使用“西施宝宝”等亲昵称呼和“乘鲤谣”这一富有诗意的表达，体现了对角色或内容的喜爱与期待，整体情感倾向为正面。
623,啊啊啊！太美了！,啊啊啊！太美了！,"['啊啊啊', '太美']", 太美,1,该评论使用了“啊啊啊”的感叹词和“太美了”的强烈赞美词汇，表达了激动和高度赞赏的情感，整体情感倾向非常积极正面。
624,确定这是傩戏吗，不要戴面具吗？,确定这是傩戏吗，不要戴面具吗？,"['确定', '这是', '傩戏', '不要', '戴面具']",确定 这是 傩戏 不要 戴面具,0,该评论以疑问句形式提出对傩戏面具的疑惑，仅表达对文化细节的求证态度，未使用明显情感词汇或表达主观评价，整体情感倾向为中性。
626,傩戏在道真县,傩戏在道真县,"['傩戏', '真县']",傩戏 真县,0,该评论仅陈述了“傩戏在道真县”这一事实，未使用任何带有情感倾向的词汇或表达个人观点，属于客观信息描述，因此情感倾向为中性。
625,小时候看的傩戏都是带面具的呀,小时候看的傩戏都是带面具的呀,"['小时候', '傩戏', '面具']",小 傩戏 面具,0,该评论仅陈述了个人记忆中的事实，提到“小时候看的傩戏都是带面具的”，没有使用明显的情感词汇或表达主观评价，属于客观描述，因此情感倾向为中性。
627,忘羡99好不好,忘羡99好不好,"['忘羡', '99', '好不好']",忘羡  ,1,评论中使用了“忘羡99”这一表达，其中“99”是网络用语中“久久”的谐音，常用于祝福情侣长久，带有明显的积极和祝福意味，整体情感倾向为正面。
628,调研过江西傩戏,调研过江西傩戏,"['调研', '傩戏']",调研 傩戏,0,该评论仅陈述了“调研过江西傩戏”这一事实性信息，没有使用任何表达个人喜好、评价或情感的词汇，因此情感倾向为中性。
630,我的妈，京剧猫！,我的妈，京剧猫！,['京剧'],京剧,1,评论中“我的妈”是表达惊喜的网络用语，结合“京剧猫！”的感叹句式，体现了用户对联动内容的兴奋与喜爱，整体情感积极正面。
629,猫猫晕倒ゅᐝ,猫猫晕倒,"['猫猫', '晕倒']",猫猫 晕倒,0,该评论仅描述了“猫猫晕倒”这一客观现象，未使用明显的情感词汇，也未表达个人态度或评价，因此情感倾向为中性。
631,幸福好不好？,幸福好不好？,"['', '', '幸福', '好不好']",幸福 ,0,该评论以疑问句形式提出“幸福好不好？”，没有明确的积极或消极情感表达，仅是对幸福概念的探讨或询问，缺乏具体的情感倾向，因此属于中性评论。
633,看到梁月了，这就是我们1999养出来的兵,看到梁月了，这就是我们1999养出来的兵,"['看到', '梁月', '1999', '出来']",看到 梁月 19 ,1,评论中“养出来的兵”带有自豪和成就感的意味，表达了对角色成长和游戏培养系统的认可与喜爱，整体情感积极正面。
632,去年桃源的中元节活动就是联动这个，活动内容真的非常用心!!!,去年桃源的中元节活动就是联动这个，活动内容真的非常用心!!!,"['去年', '桃源', '中元节', '活动', '联动', '活动', '内容', '真的', '非常', '用心']",去年 桃源 中元节 活动 联动 活动 内容  非常 用心,1,评论中使用了“非常用心”等强烈积极词汇，并搭配感叹号强调，明确表达了对活动内容的高度赞赏和喜爱，整体情感倾向为正面。
636,傩戏！！！！！我家那边的！！！！！！！！,傩戏！！！！！我家那边的！！！！！！！！,"['傩戏', '我家', '那边']",傩戏 我家 那边,1,评论中使用了多个感叹号和重复表达“我家那边的”，表现出强烈的兴奋和自豪感，体现了对家乡文化的认同与喜爱，整体情感倾向为正面。
638,傩戏祭祀祈福跳的，当然偷不走，除了我国哪有,傩戏祭祀祈福跳的，当然偷不走，除了我国哪有,"['傩戏', '祭祀', '祈福', '当然', '除了', '我国', '哪有']",傩戏 祭祀 祈福 当然 除了 我国 ,1,该评论通过强调傩戏作为我国特有的祭祀祈福文化，表达了对传统文化的自豪感和保护意识，使用“当然偷不走”等肯定性表述，整体情感倾向为正面。
635,是因为魈知道的傩戏,是因为魈知道的傩戏,"['是因为', '傩戏']",是 傩戏,0,该评论仅陈述了“因为魈知道的傩戏”这一事实或关联，没有表达明显的喜爱、批评或情绪倾向，属于客观陈述，因此情感倾向为中性。
637,太好了，等到最后终于等到狐妖的了,太好了，等到最后终于等到狐妖的了,"['太好了', '等到', '最后', '终于', '等到']",太好了 等到 最后 终于 等到,1,评论中“太好了”直接表达了强烈的积极情绪，“终于等到”体现了期待已久的满足感，整体表达了对联动内容的欣喜和期待，情感倾向明显为正面。
640,⁵小²^呆^⁰,小呆,['小呆'],小呆,0,该评论仅包含昵称“小呆”，没有表达明确的情感态度或评价内容，无法判断其正面或负面倾向，因此归类为中性。
634,傩戏没面具？,傩戏没面具？,"['傩戏', '面具']",傩戏 面具,-1,评论以疑问句形式质疑“傩戏没面具”，隐含对内容设计不合常理或文化元素缺失的不满。傩戏面具是其核心文化符号，缺失可能被视为对传统的不尊重或敷衍，表达出失望或批评的负面情绪。
639,梁月？？梁月宝宝！！,梁月？？梁月宝宝！！,"['梁月', '梁月', '宝宝']",梁月 梁月 ,1,评论中使用了重复的“梁月”称呼和“宝宝”这一亲昵称谓，并加上双感叹号表达强烈情感，体现了对角色梁月的喜爱和热情，整体情感倾向为正面。
643,啊啊啊啊啊陈伶,啊啊啊啊啊陈伶,"['啊啊啊', '陈伶']", 陈伶,1,评论中使用了“啊啊啊啊啊”等强烈感叹词，表达了对“陈伶”这一角色的激动与喜爱，情感倾向明显为正面。
641,麦子吃了有点死,麦子吃了有点死,"['麦子', '有点']",麦子 有点,-1,评论中“有点死”这一表述带有明显的负面评价意味，暗示麦子的口感或品质不佳，令人不满意，整体传达了消极的体验感受。
645,京剧猫！！！,京剧猫！！！,['京剧'],京剧,1,该评论使用了“京剧猫！！！”的表达方式，感叹号和重复符号传递出强烈的兴奋与喜爱之情，体现出对提及内容的热情支持和积极情感倾向。
644,在漫展碰到舞狮的,在漫展碰到舞狮的,"['漫展', '碰到', '舞狮']",漫展 碰到 舞狮,1,评论描述了在漫展遇到舞狮的场景，使用“碰到”这一中性叙述，但结合漫展和舞狮的文化元素，通常传达惊喜或有趣的体验，整体情感倾向积极正面。
642,终于有人带我们京剧猫玩了！,终于有人带我们京剧猫玩了！,"['终于', '有人', '京剧']",终于 有人 京剧,1,该评论使用了“终于有人带我们玩了”的表达，透露出期待被关注和认可的喜悦情绪，结合“京剧猫”这一具体对象，整体传递出积极、感激和兴奋的情感倾向。
647,我现在知道原神，魈的角色灵感来源了,我现在知道原神，魈的角色灵感来源了,"['原神', '角色', '灵感', '来源']",原神 角色 灵感 来源,0,该评论仅陈述了对角色灵感来源的认知，没有表达明显的喜爱、批评或情绪倾向，属于中性的事实性表述。
646,她跟小帅跑了.,她跟小帅跑了.,['小帅'],小帅,-1,评论中“跟小帅跑了”通常带有被抛弃或背叛的意味，暗示了失落、不满或讽刺的情绪。这种表述在情感上倾向于负面，反映了说话者的消极感受。
648,以闪亮之名傩母！！！,以闪亮之名傩母！！！,"['闪亮', '之名']",闪亮 之名,1,该评论使用了感叹号和“傩母”这一带有文化特色的称呼，表达了对游戏角色或联动内容的强烈喜爱与兴奋情绪，整体情感倾向明显为正面。
651,"林又迟,哈哈哈哈哈合伙人怎么这么可爱","林又迟,哈哈哈哈哈合伙人怎么这么可爱","['哈哈哈', '哈哈', '合伙人', '这么', '可爱']",哈哈哈 哈哈 合伙人  可爱,1,"评论中使用了""哈哈哈哈哈""表达欢乐情绪，并以""怎么这么可爱""直接赞美角色，整体语言充满喜爱和愉悦，情感倾向明显为正面。"
650,我们1999就是很权威啊（没有说其他不权威的意思）,我们1999就是很权威啊（没有说其他不权威的意思）,"['1999', '权威', '其他', '权威', '意思']",19 权威 其他 权威 意思,1,评论通过“很权威”直接表达了强烈的肯定态度，括号内的补充说明缓和了可能引发的比较争议，但整体仍以积极肯定为主，体现了对“1999”的认可和自豪感。
652,以闪的兵快来,以闪的兵快来,['以闪'],以闪,0,"该评论仅提及""以闪的兵快来""，是一种简单的催促或提醒表达，没有明显的积极或消极情感词汇，也未体现对内容的评价或情绪倾向，属于中性陈述。"
653,陈导陈导我们喜欢你,陈导陈导我们喜欢你,"['陈导', '陈导', '喜欢']",陈导 陈导 喜欢,1,评论中直接表达了对陈导的喜爱之情，使用“喜欢你”这一明确的情感表达词汇，体现了积极的支持和赞赏态度，整体情感倾向明显为正面。
