微博 ID,评论者昵称,评论内容,评论时间,cleaned_content,segmented_content,情感分析结果,解析
5178250012657014,评论罗伯特,每一朵花都像他们一样独特，真是一场视觉盛宴呀！非遗缠花技艺真是令人赞叹不已。,Mon Jun 16 19:49:33 +0800 2025,每一朵花都像他们一样独特 真是一场视觉盛宴呀 非遗缠花技艺真是令人赞叹不已,一朵花 独特 真是 一场 视觉 盛宴 遗缠 技艺 真是 令人 赞叹不已,1,评论中使用了“独特”、“视觉盛宴”、“令人赞叹不已”等高度赞扬的词汇，表达了对非遗缠花技艺的欣赏与喜爱，整体情感积极且充满赞美。
5171588414834044,胡萝卜驱逐舰主理人,四跌东西棍,Thu May 29 10:39:28 +0800 2025,四跌东西棍,四跌 东西,-1,该评论使用了不规范的表达和贬义词汇，整体语气带有明显的负面情绪，表达了对内容或对象的不满与批评。
5181783558586876,L松松S,山东旅游，眼不见为净呀,Thu Jun 26 13:50:10 +0800 2025,山东旅游 眼不见为净呀,山东 旅游 眼不见为净,-1,评论中“眼不见为净”是带有消极意味的俗语，通常用于表达对某些问题或现象的不满与回避态度，暗示了对山东旅游可能存在负面看法或失望情绪，整体情感倾向为负面。
5171588414834044,胡萝卜驱逐舰主理人,还我摇光录,Thu May 29 10:39:34 +0800 2025,还我摇光录,摇光录,-1,评论中“还我”这一表达带有强烈的诉求和不满情绪，暗示用户对失去或改变“摇光录”内容感到失望或愤怒，整体情感倾向为负面。
5171588414834044,霹雳电动颗粒,摇光录,Wed Jun 04 09:25:29 +0800 2025,摇光录,摇光录,0,该评论仅提及作品名称“摇光录”，未包含任何表达情感倾向的词汇或主观评价，属于客观陈述，因此情感倾向为中性。
5171588414834044,一抹赤色,新游戏感觉越来越没意思了还是老东西适合我,Thu May 29 12:26:40 +0800 2025,新游戏感觉越来越没意思了还是老东西适合我,游戏 越来越 没意思 老东西 适合,-1,评论中“越来越没意思”直接表达了失望和不满，而“老东西适合我”则通过对比进一步强化了对新游戏的负面评价，整体情感倾向为负面。
5171588414834044,Hentai绅士小林哥,老游戏往日不再通关了[doge],Thu May 29 11:16:58 +0800 2025,老游戏往日不再通关了,游戏 往日 不再 通关,0,该评论仅陈述了“老游戏往日不再通关了”这一事实，没有使用明显的情感词汇或表达主观态度，属于客观陈述，因此情感倾向为中性。
5171588414834044,TXT-九条天,还我摇光录,Thu May 29 11:28:59 +0800 2025,还我摇光录,摇光录,-1,评论中“还我”一词带有强烈的诉求和不满情绪，暗示对某事物（摇光录）的失去或变动感到失望、愤怒，整体表达了一种抗议和负面情感。
5171588414834044,TXT-九条天,期待摇光录复活,Thu May 29 11:28:46 +0800 2025,期待摇光录复活,期待 摇光录 复活,1,评论中的“期待”一词明确表达了积极的盼望和希望，整体语气充满对“摇光录”回归的正面期待，没有负面或中性词汇，因此情感倾向为正面。
5171588414834044,灵犀客往,我真的没和你开玩笑，我只有摇光录，你给我想办法恢复更新。@哔哩游戏姬,Thu May 29 18:48:10 +0800 2025,我真的没和你开玩笑 我只有摇光录 你给我想办法恢复更新,开玩笑 摇光录 办法 恢复 更新,-1,评论中“我真的没和你开玩笑”和“你给我想办法恢复更新”表达了强烈的命令和不满情绪，带有明显的催促和指责意味，整体情感倾向为负面。
5171588414834044,灵犀客往,其他的不喜欢，不玩。摇光录恢复更新听见没？@哔哩游戏姬,Thu May 29 18:49:04 +0800 2025,其他的不喜欢 不玩 摇光录恢复更新听见没,喜欢 不玩 摇光录 恢复 更新 听见,-1,评论中“不喜欢”、“不玩”直接表达了明确的拒绝和负面态度，而“恢复更新听见没”以命令式语气表达不满和催促，整体情感倾向为负面。
5171588414834044,冠位魔术师藤丸,不玩新游戏[喵喵],Thu May 29 11:21:29 +0800 2025,不玩新游戏,不玩新 游戏,0,该评论仅陈述了“不玩新游戏”这一事实或决定，没有使用明显的积极或消极词汇，也未表达出强烈的喜好或厌恶情绪，属于客观陈述，因此情感倾向为中性。
5171588414834044,灵犀客往,我只有摇光录，你还我摇光录。@哔哩游戏姬,Thu May 29 18:42:58 +0800 2025,我只有摇光录 你还我摇光录,摇光录 摇光录,-1,评论中“还我摇光录”表达了强烈的诉求和不满，带有失去或无法获取某物的遗憾与指责情绪，整体情感倾向为负面。
5171337494272105,镜埖氺月_RR,虽然但是为什么要穿鞋坐地毯上 http://t.cn/A6gDkFAu,Thu May 29 08:21:09 +0800 2025,虽然但是为什么要穿鞋坐地毯上,穿鞋 地毯,-1,评论通过“虽然但是”转折句式表达了对穿鞋坐地毯行为的不认同，带有轻微批评和不满情绪，整体情感倾向为负面。
5171337494272105,名字别太长像我这样就可以了,成为妈妈吧[二哈] http://t.cn/A6ge9kLd,Wed May 28 18:03:21 +0800 2025,成为妈妈吧,成为 妈妈,0,该评论仅陈述“成为妈妈吧”这一建议或事实性表述，未使用明显的情感词汇，也未表达出明确的赞同、反对或情绪倾向，因此整体情感倾向为中性。
5171337494272105,虹之翼梅利希姆,汝窑，但不适合汝窑,Thu May 29 12:02:14 +0800 2025,汝窑 但不适合汝窑,汝窑 适合 汝窑,-1,评论通过转折句式“但不适合汝窑”表达了对汝窑的否定态度，暗示其存在不匹配或缺陷，带有批评和不满的情绪，整体情感倾向为负面。
5171337494272105,不止去往何处的喵酱,黄鸡追加点代币奖励吧，夏日别墅溢出太多了[苦涩],Wed May 28 21:37:15 +0800 2025,黄鸡追加点代币奖励吧 夏日别墅溢出太多了,黄鸡 追加 代币 奖励 夏日 别墅 溢出 太多,0,该评论主要提出游戏内资源管理的建议，表达了对代币奖励的需求和夏日别墅溢出的现状描述，没有明显的积极或消极情绪词汇，属于中性的反馈或诉求。
5171337494272105,道道字,多出点这种类型的皮肤，又仙又好看[好喜欢],Wed May 28 19:09:05 +0800 2025,多出点这种类型的皮肤 又仙又好看,出点 类型 皮肤 好看,1,评论中使用了“又仙又好看”等积极词汇，表达了对皮肤设计的喜爱和赞赏，同时“多出点”体现了对更多类似内容的期待与支持，整体情感倾向明显为正面。
5171337494272105,MAL-ON,可爱捏,Wed May 28 18:33:48 +0800 2025,可爱捏,可爱,1,"评论中使用了""可爱捏""这一网络流行语，其中""可爱""是明确的积极情感词汇，""捏""作为语气词增强了亲切和喜爱的表达，整体传递出对描述对象的赞赏和喜爱之情。"
5171337494272105,哒哒块1号,幼妻[爱你],Wed May 28 18:22:28 +0800 2025,幼妻,幼妻,-1,该评论仅包含“幼妻”一词，这一词汇在中文语境中通常指代未成年或年龄差距过大的婚姻关系，涉及敏感且负面的社会议题，容易引发道德争议，整体情感倾向为负面。
5171337494272105,茶茶宁宁,别乱用词，要准确，汝窑！,Thu May 29 15:48:47 +0800 2025,别乱用词 要准确 汝窑,别乱 用词 准确 汝窑,-1,评论中使用了“别乱用词”等带有批评和指责意味的表述，语气较为直接，表达了对用词不准确的不满和纠正意图，整体情感倾向为负面。
5171337494272105,橙子Yellow11,好可爱啊！！！！[打call],Wed May 28 22:21:27 +0800 2025,好可爱啊,可爱,1,"评论中使用了""好可爱""这一积极词汇，直接表达了对对象的喜爱和赞赏，情感倾向明确为正面。"
5171337494272105,丝麦露,可爱死了,Thu May 29 01:59:46 +0800 2025,可爱死了,可爱,1,该评论使用了“可爱死了”这一强烈感叹表达，其中“可爱”是明确的积极词汇，“死了”作为程度补语强化了喜爱之情，整体传递出高度赞赏和愉悦的情感倾向。
5171337494272105,竟然是渣渣,小小的🤤香香的🤤软软的🤤糯糯的🤤可口的🤤解馋的🤤,Wed May 28 19:11:57 +0800 2025,小小的 香香的 软软的 糯糯的 可口的 解馋的,小小的 香香的 软软 可口 解馋,1,该评论连续使用“小小的”、“香香的”、“软软的”、“糯糯的”、“可口的”、“解馋的”等一系列充满喜爱和赞赏的叠词形容词，生动描绘了物品的诱人特质，整体洋溢着满足、愉悦和渴望拥有的积极情感。
5171337494272105,奶一口白泽,是长风[泪][泪][泪][泪]太可爱了,Wed May 28 23:13:33 +0800 2025,是长风太可爱了,长风 可爱,1,评论中使用了“太可爱了”这一强烈积极的表达，直接表达了对角色“长风”的喜爱和赞赏，情感倾向明确为正面。
5171337494272105,爱吃辣的清清,长风妈妈[抱一抱],Wed May 28 21:45:48 +0800 2025,长风妈妈,长风 妈妈,0,该评论仅提及“长风妈妈”这一称呼，没有表达明确的情感倾向或评价性内容，属于中性陈述，无法判断正面或负面情感。
5171337494272105,阳光煲煲bell仔饭,长风妈咪[抱一抱],Wed May 28 21:33:29 +0800 2025,长风妈咪,长风 妈咪,1,"该评论使用了""妈咪""这一网络亲昵称呼，表达了对""长风""的喜爱和亲近感，带有明显的积极情感倾向，整体情感为正面。"
5171337494272105,人间帘幕垂-,可爱捏,Wed May 28 21:10:15 +0800 2025,可爱捏,可爱,1,该评论使用“可爱捏”这一网络流行语，其中“可爱”是明确的积极词汇，表达了对对象的喜爱和赞赏，“捏”作为语气词增添了亲切感，整体情感倾向为正面。
5171337494272105,奥丁之眼,联动汝窑？,Wed May 28 19:52:02 +0800 2025,联动汝窑,联动 汝窑,0,该评论仅提及“联动汝窑”这一事实性信息，没有使用任何带有情感色彩的词汇，也没有表达个人喜好或评价，属于客观陈述，因此情感倾向为中性。
5171337494272105,少年游·小舞,好耶,Wed May 28 19:27:23 +0800 2025,好耶,,1,该评论使用“好耶”这一网络用语，通常用于表达兴奋、喜悦或赞同的情绪，带有明显的积极情感色彩，整体情感倾向为正面。
5171231745643367,幸福的相逢_1,我也比较喜欢喝黄酒,Wed May 28 11:01:15 +0800 2025,我也比较喜欢喝黄酒,比较 喜欢 黄酒,1,评论中使用了“喜欢”这一明确表达偏好的积极词汇，直接表明了对黄酒的正面态度，整体情感倾向为正面。
5168705467846892,蓼花汀畔会相逢,问一下还有名额吗[求关注],Wed May 21 12:25:00 +0800 2025,问一下还有名额吗,名额,0,该评论仅询问“还有名额吗”，属于客观的信息咨询，没有表达任何积极或消极的情绪，也没有使用带有情感色彩的词汇，因此情感倾向为中性。
5168705467846892,黑糖_拿铁,咸鱼嘛,Wed May 21 12:05:02 +0800 2025,咸鱼嘛,咸鱼,0,该评论仅以“咸鱼嘛”作为回应，没有明确表达积极或消极情绪，属于对话题的简单附和或调侃，缺乏具体情感指向，整体情感倾向为中性。
5168705467846892,Kanke1ken,神蛇年限有吗，想要一个[doge],Wed May 21 11:50:51 +0800 2025,神蛇年限有吗 想要一个,神蛇 年限 想要,1,评论表达了“想要一个”的明确愿望，使用“神蛇年限”这一具体称谓显示出对产品的关注和喜爱，整体语气积极且带有期待感，属于正面情感倾向。
5167029107560226,Ritata_1205,妈妈[泪],Sat May 17 22:55:25 +0800 2025,妈妈,妈妈,0,该评论仅包含“妈妈”这一称呼，没有表达明确的情感倾向或具体观点，无法判断其情感色彩，属于中性表达。
5168705467846892,笛笛半夜敲代码,UPUP,Wed May 21 11:49:55 +0800 2025,UPUP,UPUP,1,该评论使用了“UPUP”这一网络用语，通常表示支持、鼓励或向上的积极情绪，类似于“加油”、“上升”的含义，整体表达了对内容或对象的正面期待与认可。
5167029107560226,雑音chu,和瓷器联动真有必要！据说某个关键的新材料就是参考用了瓷器工艺才成就的,Sat May 17 07:20:22 +0800 2025,和瓷器联动真有必要 据说某个关键的新材料就是参考用了瓷器工艺才成就的,瓷器 联动 真有 必要 据说 关键 材料 参考 瓷器 工艺 成就,1,评论中肯定了联动瓷器的必要性，并提到新材料参考瓷器工艺取得成就，使用了“真有必要”、“成就”等积极词汇，表达了对联动价值和成果的认可与赞赏。
5167029107560226,少年游·小舞,我东煌独有的浪漫，中！,Sat May 17 08:51:48 +0800 2025,我东煌独有的浪漫 中,东煌 独有 浪漫,1,评论中“我东煌独有的浪漫”使用了“我”和“独有”等词汇，表达了对东煌文化特色的自豪感和认同感，整体情感倾向为正面。
5167029107560226,勇者企鹅,长风妈妈！[干饭人][干饭人][干饭人],Fri May 16 23:40:48 +0800 2025,长风妈妈,长风 妈妈,0,该评论仅提及“长风妈妈”这一称呼，未包含任何表达情感倾向的词汇或评价性内容，无法判断其正面、负面或具体态度，因此属于中性陈述。
5167029107560226,42Alt,这都能联动？,Fri May 16 20:46:05 +0800 2025,这都能联动,联动,-1,该评论使用了“这都能联动”的表达，带有明显的质疑和讽刺意味，暗示对联动内容的不理解或不认同，整体情感倾向为负面。
5167029107560226,橙子汁子汁,这个好,Fri May 16 21:40:49 +0800 2025,这个好,,1,评论使用了“好”这一明确的积极评价词汇，表达了对内容的认可与喜爱，虽然表述简短，但情感倾向清晰明确。
5167029107560226,北海云恒,太棒了[打call],Fri May 16 20:50:22 +0800 2025,太棒了,太棒了,1,评论使用了“太棒了”这一强烈的积极表达词汇，直接传达出对事物的高度赞赏和满意，情感倾向明确为正面。
5167029107560226,白玲Lily,梦幻联动,Fri May 16 20:41:58 +0800 2025,梦幻联动,梦幻 联动,1,"该评论使用了""梦幻联动""这一网络流行语，通常用于表达对跨作品或跨领域合作的惊喜与赞赏。""梦幻""一词带有美好、理想的积极色彩，整体表达了对联动内容的期待与喜爱。"
5167029107560226,林一新_office,梦幻联动 http://t.cn/A6gIZejm,Fri May 16 20:46:09 +0800 2025,梦幻联动,梦幻 联动,1,该评论使用了“梦幻联动”这一网络流行语，通常用于表达对跨作品或跨领域合作的惊喜与赞赏，带有积极和兴奋的情感色彩，整体情感倾向为正面。
5165746376935027,浅梦Fashionista,这次联名好赞,Fri May 23 07:24:12 +0800 2025,这次联名好赞,这次 联名 好赞,1,评论中使用了“好赞”这一积极词汇，直接表达了对联名活动的强烈赞赏和喜爱，整体情感倾向明确为正面。
5167029107560226,满天曼陀罗,我做梦都没法想象碧蓝航线跟影视飓风能联动,Sat May 17 08:01:37 +0800 2025,我做梦都没法想象碧蓝航线跟影视飓风能联动,做梦 没法 想象 碧蓝 航线 影视 飓风 联动,0,该评论仅表达了对于碧蓝航线与影视飓风联动的惊讶，使用了“做梦都没法想象”来形容其出乎意料，但并未直接表达对该联动的喜爱或厌恶，情感倾向不明显，属于中性陈述。
5165746376935027,茜茜情感,不错不错,Tue May 13 08:23:57 +0800 2025,不错不错,不错 不错,1,评论中重复使用“不错”这一积极词汇，表达了对内容的肯定和满意，整体情感倾向明显为正面。
5165746376935027,烨磊新蕾,益禾堂遇上魔道祖师，这场联名绝,Tue May 13 15:06:38 +0800 2025,益禾堂遇上魔道祖师 这场联名绝,益禾堂 遇上 祖师 这场 联名,1,评论中“绝”字作为网络流行语，表达极致的好评，结合“益禾堂遇上魔道祖师”的联名描述，整体传递出对此次合作的高度认可和兴奋之情，情感倾向积极正面。
5165746376935027,VVVV杰u,绝绝子,Tue May 13 20:55:07 +0800 2025,绝绝子,绝绝子,1,评论中使用了网络流行语“绝绝子”，该词汇常用于表达对事物的高度赞美和喜爱，带有强烈的积极情感色彩，体现了评论者对内容的认可和欣赏。
5165267734764697,人生有知味,非遗+国漫+商业品牌,Mon May 12 11:47:59 +0800 2025,非遗 国漫 商业品牌,非遗 国漫 商业 品牌,0,该评论仅列举了“非遗、国漫、商业品牌”三个关键词，未表达明确的情感态度或评价，属于客观陈述，因此情感倾向为中性。
5163092221892549,无语的草莓圣代,算惹，对新剧情不期待，希望sp茶几别拉胯就行,Mon May 05 23:57:10 +0800 2025,算惹 对新剧情不期待 希望sp茶几别拉胯就行,剧情 期待 希望 sp 茶几 别拉,-1,评论中“算惹”带有无奈放弃的语气，“不期待”直接表达对新剧情的消极态度，后半句“别拉胯就行”则透露出对SP角色的担忧和不信任，整体情感倾向为负面。
5163700681180915,深圳市潘焱珠宝设计有限公司,【真·黄金圣斗士降临！老凤祥✖圣斗士星矢联名燃炸来袭】「燃烧吧！小宇宙！」——这句跨越时代的呐喊，终于化作触手可及的黄金光芒！💫#黄金圣斗士##圣斗士##黄金##十二星座##动漫周边##老凤祥圣斗士星矢联动# @深圳市潘焱珠宝设计有限公司@潘焱--PY设计工作室创始人 ,Wed May 07 16:15:21 +0800 2025,真 黄金圣斗士降临 老凤祥 圣斗士星矢联名燃炸来袭 燃烧吧 小宇宙 这句跨越时代的呐喊 终于化作触手可及的黄金光芒,黄金 圣斗士 降临 老凤祥 圣斗士 星矢 联名 燃炸来 燃烧 宇宙 这句 跨越 时代 呐喊 终于 化作 触手可及 黄金 光芒,1,评论中使用了“燃炸来袭”、“燃烧吧”、“跨越时代”、“触手可及的黄金光芒”等充满激情和赞美的词汇，表达了对联名产品的强烈兴奋和高度认可，整体情感倾向为正面。
5163092221892549,没有猫的夜猫子,看爆料感觉姑姑的配色是黑金，要是抬出来比不过隔壁扒鸡的黑金姑姑我能笑很久[doge],Tue May 06 00:02:59 +0800 2025,看爆料感觉姑姑的配色是黑金 要是抬出来比不过隔壁扒鸡的黑金姑姑我能笑很久,爆料 姑姑 配色 黑金 抬出来 隔壁 扒鸡 黑金 姑姑 我能,-1,评论中使用了“比不过”、“能笑很久”等表达，透露出对“姑姑”角色设计可能不如竞争对手的预期幸灾乐祸心态，带有明显的嘲讽和负面情绪。
5163092221892549,乌啦啦啦啦一休,超级讨厌源赖光[doge],Wed May 07 06:52:52 +0800 2025,超级讨厌源赖光,超级 讨厌 源赖光,-1,该评论直接使用“超级讨厌”这一强烈负面词汇表达对源赖光的厌恶情绪，语气明确且带有主观排斥感，整体情感倾向为负面。
5162156162026442,清夏寄雪海,我找你啊啊啊,Sat May 03 10:19:36 +0800 2025,我找你啊啊啊,,0,该评论仅表达了寻找对方的急切心情，但未明确涉及积极或消极的评价内容，缺乏具体情感指向，因此整体情感倾向为中性。
5161274748966222,娱乐锦鲤附体,好想去玩玩[春游家族][春游家族][春游家族],Thu May 01 08:15:00 +0800 2025,好想去玩玩,玩玩,1,该评论使用了“好想去”这一表达强烈愿望的积极词汇，传递出对目标事物的浓厚兴趣和期待，整体情感倾向为正面。
5162156162026442,凡木梭,为什么是这个tag[doge],Sat May 03 10:01:25 +0800 2025,为什么是这个tag,tag,0,该评论仅提出疑问“为什么是这个tag”，表达了对标签选择的困惑或好奇，没有使用明显的情感词汇，也未表现出积极或消极态度，属于中性询问。
5163092221892549,椰子要疯,艾玛现在对阴阳师已经完全放养状态根本不知道最近有啥东西进游戏就寄养看见有红点了点点,Mon May 05 23:57:59 +0800 2025,艾玛现在对阴阳师已经完全放养状态根本不知道最近有啥东西进游戏就寄养看见有红点了点点,艾玛 现在 阴阳师 完全 放养 状态 知道 最近 东西 游戏 寄养 看见 有红点 点点,0,该评论描述了玩家对游戏采取“放养”状态，仅进行寄养和点红点等基础操作，未表达明显喜爱或厌恶情绪，属于陈述事实的中性表达。
5163092221892549,天天向上5708,源赖光太超模了,Tue May 06 10:57:36 +0800 2025,源赖光太超模了,源赖光 超模,-1,评论中“超模”一词在游戏语境中通常指角色能力过于强大、破坏平衡，带有明显的负面评价色彩。该表述暗示了对游戏设计的不满，认为角色强度失衡，整体情感倾向为负面。
5163092221892549,张月亮的卿卿Y,源博雅在狭间可好用了！豹子扑完就跑，超快！,Tue May 06 07:13:47 +0800 2025,源博雅在狭间可好用了 豹子扑完就跑 超快,博雅 狭间 可好 豹子 超快,1,该评论使用了“可好用了”、“超快”等积极词汇，表达了对游戏角色“源博雅”在特定场景（狭间）中技能表现（豹子扑完就跑）的赞赏和喜爱，整体情感倾向为正面。
5163092221892549,陵夜ye,[拜拜]我真服了，古事记那个活动的插画是以前的旧插画 http://t.cn/A6duB9Xc,Tue May 06 10:02:36 +0800 2025,我真服了 古事记那个活动的插画是以前的旧插画,真服了 古事记 活动 插画 以前 插画,-1,评论中“我真服了”是常见的网络抱怨用语，带有明显的烦躁和不满情绪。后半句指出活动插画是“旧插画”，暗示对内容缺乏新意或诚意感到失望，整体表达了对活动质量的批评。
5161274748966222,我哥说他要去打卡西藏,我想去看看名族大秀[打call],Thu May 01 08:12:18 +0800 2025,我想去看看名族大秀,看看 名族 大秀,1,评论中“想去看看”表达了积极的好奇心和参与意愿，使用“名族大秀”这一带有文化欣赏意味的词汇，整体传递出期待和兴趣，情感倾向为正面。
5161274748966222,Drew大叔11,有机会一定要去旅游看看啊,Thu May 01 08:12:56 +0800 2025,有机会一定要去旅游看看啊,机会 旅游 看看,1,"评论中使用了""一定要去""表达了强烈的愿望和期待，""旅游看看""带有积极的生活态度和向往，整体传递出对旅游体验的积极期待和推荐意味。"
5161274748966222,天赋吉运y,不错的分享多来点也想去打卡,Thu May 01 08:11:38 +0800 2025,不错的分享多来点也想去打卡,不错 分享 多来 打卡,1,评论中“不错的分享”直接表达了对内容的认可，“多来点”和“想去打卡”则进一步体现了积极期待和参与意愿，整体情感倾向为正面。
5161274748966222,今年冬天哇哦不冷,不错的分享多来点也想去打卡,Thu May 01 08:10:21 +0800 2025,不错的分享多来点也想去打卡,不错 分享 多来 打卡,1,评论中“不错的分享”直接表达了对内容的认可，“多来点”和“想去打卡”进一步体现了积极期待和参与意愿，整体情感倾向为正面。
5161274748966222,暴富小达人-w,五一节快乐啊,Thu May 01 08:10:04 +0800 2025,五一节快乐啊,五一节 快乐,1,该评论使用了“快乐”这一积极词汇，直接表达了对节日的祝福和喜悦之情，整体情感倾向为正面。
5161274748966222,一朵小红花sge,有机会一定要去看看,Thu May 01 08:04:23 +0800 2025,有机会一定要去看看,机会 看看,1,该评论表达了“有机会一定要去看看”的积极意愿和期待，体现了对目标事物的兴趣和向往，整体情感倾向为正面。
5161274748966222,最美的期待wang-,国潮真的好看，想去玩,Thu May 01 08:07:06 +0800 2025,国潮真的好看 想去玩,国潮 好看,1,评论中使用了“真的好看”、“想去玩”等积极表达，明确表达了对国潮元素的喜爱和参与意愿，整体情感倾向为正面。
5161274748966222,我是你的小天s,收藏起来了！很详细实用,Thu May 01 07:57:33 +0800 2025,收藏起来了 很详细实用,收藏 起来 详细 实用,1,该评论使用了“很详细实用”等积极词汇，表达了对内容的认可和赞赏，收藏行为也体现了对内容的喜爱和重视，整体情感倾向为正面。
5161274748966222,醒来看月亮y,收藏起来了！很详细实用,Thu May 01 08:08:39 +0800 2025,收藏起来了 很详细实用,收藏 起来 详细 实用,1,评论中“很详细实用”直接表达了积极评价，强调内容的实用性和价值；“收藏起来了”进一步体现了用户的认可和喜爱，整体情感倾向明确为正面。
5161274748966222,情莘莘泪萌萌,国潮真的好看，想去玩,Thu May 01 07:47:29 +0800 2025,国潮真的好看 想去玩,国潮 好看,1,评论中使用了“真的好看”、“想去玩”等积极词汇，明确表达了对“国潮”的喜爱和参与意愿，整体情感倾向为正面。
5161274748966222,ldn浅墨丶初白,五一一起去长辛店看国潮文化、民族风情、享非遗体验、各色地方美食。,Thu May 01 08:09:01 +0800 2025,五一一起去长辛店看国潮文化 民族风情 享非遗体验 各色地方美食,五一 一起 长辛店 看国潮 文化 民族风情 享非 体验 各色 地方 美食,1,该评论列举了“国潮文化”、“民族风情”、“非遗体验”、“各色地方美食”等积极元素，并使用了“一起”等邀请性词汇，整体表达了对活动的期待和推荐，情感倾向明显为正面。
5161274748966222,小梨落y,国潮真的好看，想去玩玩吧,Thu May 01 08:09:24 +0800 2025,国潮真的好看 想去玩玩吧,国潮 好看 玩玩,1,评论中使用了“真的好看”、“想去玩玩”等积极词汇，表达了对国潮内容的喜爱和参与意愿，整体情感倾向为正面。
5161274748966222,荣誉都是来之不易的,有机会一定要去看看,Thu May 01 07:53:28 +0800 2025,有机会一定要去看看,机会 看看,1,"该评论表达了""一定要去看看""的积极意愿和期待，使用了""有机会""等词汇暗示对目标事物的兴趣和向往，整体传递出正面、期待的情感倾向。"
5161274748966222,春天回来了你好嘛,五一节呆在家休息！,Thu May 01 08:18:11 +0800 2025,五一节呆在家休息,五一节 在家 休息,0,该评论仅陈述了五一节在家休息的事实，没有使用明显的情感词汇，也没有表达对假期安排的积极或消极态度，属于客观描述，因此情感倾向为中性。
5161218923299300,潇雨落宁睫,好，nice，棒🥰,Thu May 01 21:33:27 +0800 2025,好 nice 棒,nice,1,该评论使用了“好”、“nice”、“棒”等积极词汇，直接表达了对内容的赞赏和喜爱，整体情感倾向明显为正面。
5161274748966222,微博同城,此微博已在http://t.cn/A6lOSuj1中作为优质微博推荐，帮更多同城小伙伴发现宝藏打卡地 。http://t.cn/A6bPM2GB,Thu May 01 00:18:36 +0800 2025,此微博已在中作为优质微博推荐 帮更多同城小伙伴发现宝藏打卡地,此微博 优质 微博 推荐 同城 小伙伴 发现 宝藏 打卡,1,该评论提到微博被推荐为“优质微博”，并强调“帮更多同城小伙伴发现宝藏打卡地”，使用了“宝藏”等积极词汇，表达了对内容价值的肯定和推广意图，整体情感倾向为正面。
5161274748966222,三月桃花開2468,收藏起来了！很详细实用,Thu May 01 08:05:02 +0800 2025,收藏起来了 很详细实用,收藏 起来 详细 实用,1,评论中“收藏起来了”表明用户对内容的高度认可和保存意愿，“很详细实用”直接表达了积极评价，强调内容的实用性和完整性，整体情感倾向为正面。
5161218923299300,X-九千七,晚上好啊，我来了[哈哈],Thu May 01 21:03:50 +0800 2025,晚上好啊 我来了,我来,0,该评论只是简单的问候和到场声明，没有表达明显的积极或消极情绪，属于日常交流用语，情感倾向为中性。
5161218923299300,寻找快乐地小皮妖,加油,Thu May 01 20:04:27 +0800 2025,加油,加油,1,该评论使用了“加油”这一积极鼓励的词汇，表达了对目标对象的支持与激励，整体情感倾向为正面。
5161218923299300,冰雪火舞_,非常喜欢你的作品,Thu May 01 20:57:48 +0800 2025,非常喜欢你的作品,喜欢 作品,1,评论中使用了“非常喜欢”这一强烈积极的表达，直接表达了对作品的认可和赞赏，体现了明确的正向情感倾向。
5161218923299300,是糖宝柚,好，nice，棒🥰,Thu May 01 20:20:21 +0800 2025,好 nice 棒,nice,1,该评论使用了“好”、“nice”、“棒”等多个积极词汇，直接表达了对事物的高度赞赏和喜爱，整体情感倾向明显为正面。
5161218923299300,小姨点子多,写的好好啊,Thu May 01 19:36:30 +0800 2025,写的好好啊,好好,1,"评论中使用了""好""的叠词""好好""来加强语气，表达了对内容质量的肯定和赞赏，整体情感倾向明显为正面。"
5161218923299300,体界风云,晚上好呀,Thu May 01 19:19:16 +0800 2025,晚上好呀,,0,该评论只是简单的问候语“晚上好呀”，没有表达任何具体的情感倾向或评价内容，属于日常社交中的中性表达。
5161218923299300,桃花游戏君,写的很好啊[打call],Thu May 01 19:19:38 +0800 2025,写的很好啊,,1,该评论使用了“很好”这一明确的积极评价词汇，直接表达了对所评价内容的赞赏和肯定，整体情感倾向明显为正面。
5161218923299300,王裕雅沙龙,地铁酷跑真的很好玩[偷笑],Thu May 01 19:31:41 +0800 2025,地铁酷跑真的很好玩,地铁 酷跑 好玩,1,评论中使用了“真的很好玩”这一明确表达喜爱和肯定的词汇，直接赞扬了游戏“地铁酷跑”，传达了积极的体验和满意情绪，整体情感倾向为正面。
5161218923299300,花盖冻梨有点酸,下午好啊,Thu May 01 19:22:42 +0800 2025,下午好啊,,0,该评论仅为日常问候语“下午好啊”，没有表达明确的情感倾向或评价性内容，属于中性社交用语，不涉及积极或消极情绪表达。
5161218923299300,糖星洒落宁心,好，nice，棒🥰,Thu May 01 19:18:43 +0800 2025,好 nice 棒,nice,1,该评论使用了“好”、“nice”、“棒”等多个积极词汇，直接表达了对内容的强烈赞赏和喜爱，整体情感倾向明显为正面。
5161218923299300,墨羽轻流年-,晚上好呀[打call],Thu May 01 19:10:35 +0800 2025,晚上好呀,,0,该评论仅是一个简单的问候语“晚上好呀”，没有表达任何具体的情感倾向或评价内容，属于日常社交中的中性表达。
5161218923299300,体圈蜜蜂,晚上好呀,Thu May 01 19:05:00 +0800 2025,晚上好呀,,0,该评论仅是一个日常问候语“晚上好呀”，没有表达任何具体的情感倾向或评价内容，属于中性社交用语。
